name,prediction,ground_truth,correct
Abuse028_x264.npy,0.9996068477630616,1.0,1
Abuse030_x264.npy,0.9468429088592528,1.0,1
Arrest001_x264.npy,0.9996142387390136,1.0,1
Arrest007_x264.npy,0.8237242698669434,1.0,1
Arrest024_x264.npy,0.9986295104026794,1.0,1
Arrest030_x264.npy,0.999999463558197,1.0,1
Arrest039_x264.npy,0.8127046227455139,1.0,1
Arson007_x264.npy,0.8517404794692993,1.0,1
Arson009_x264.npy,1.0,1.0,1
Arson010_x264.npy,0.9996196031570436,1.0,1
Arson011_x264.npy,0.9975644946098328,1.0,1
Arson016_x264.npy,0.9998096823692322,1.0,1
Arson018_x264.npy,1.0,1.0,1
Arson022_x264.npy,0.9999921321868896,1.0,1
Arson035_x264.npy,1.0,1.0,1
Arson041_x264.npy,0.9999831914901732,1.0,1
Assault006_x264.npy,1.0,1.0,1
Assault010_x264.npy,0.9993147253990172,1.0,1
Assault011_x264.npy,0.3247389793395996,1.0,0
Burglary005_x264.npy,0.5683953762054443,1.0,1
Burglary017_x264.npy,0.9999998211860656,1.0,1
Burglary018_x264.npy,0.9999911189079284,1.0,1
Burglary021_x264.npy,0.9991260766983032,1.0,1
Burglary024_x264.npy,0.9981569647789,1.0,1
Burglary032_x264.npy,0.9994491338729858,1.0,1
Burglary033_x264.npy,0.9999902844429016,1.0,1
Burglary035_x264.npy,0.9981326460838318,1.0,1
Burglary037_x264.npy,0.9999998807907104,1.0,1
Burglary061_x264.npy,0.4008157551288605,1.0,0
Burglary076_x264.npy,0.5966958403587341,1.0,1
Burglary079_x264.npy,1.0,1.0,1
Burglary092_x264.npy,0.9776918292045592,1.0,1
Explosion002_x264.npy,0.0442044995725154,1.0,0
Explosion004_x264.npy,1.0,1.0,1
Explosion007_x264.npy,1.0,1.0,1
Explosion008_x264.npy,0.9999971389770508,1.0,1
Explosion010_x264.npy,0.9970690011978148,1.0,1
Explosion011_x264.npy,0.5204571485519409,1.0,1
Explosion013_x264.npy,0.997452974319458,1.0,1
Explosion016_x264.npy,0.9999403357505798,1.0,1
Explosion017_x264.npy,0.9999954104423524,1.0,1
Explosion020_x264.npy,1.0,1.0,1
Explosion021_x264.npy,0.9999982118606568,1.0,1
Explosion022_x264.npy,0.9946479201316832,1.0,1
Explosion025_x264.npy,0.9978825449943542,1.0,1
Explosion027_x264.npy,0.9999918937683104,1.0,1
Explosion028_x264.npy,0.9525664448738098,1.0,1
Explosion029_x264.npy,0.9995376467704772,1.0,1
Explosion033_x264.npy,0.9765934944152832,1.0,1
Explosion035_x264.npy,0.9999833106994628,1.0,1
Explosion036_x264.npy,0.999998152256012,1.0,1
Explosion039_x264.npy,1.0,1.0,1
Explosion043_x264.npy,0.9979385137557985,1.0,1
Fighting003_x264.npy,0.9997354745864868,1.0,1
Fighting018_x264.npy,0.9999751448631288,1.0,1
Fighting033_x264.npy,1.0,1.0,1
Fighting042_x264.npy,0.6726754307746887,1.0,1
Fighting047_x264.npy,0.99799245595932,1.0,1
RoadAccidents001_x264.npy,0.9999691843986512,1.0,1
RoadAccidents002_x264.npy,1.0,1.0,1
RoadAccidents004_x264.npy,0.9999994039535522,1.0,1
RoadAccidents009_x264.npy,0.979564368724823,1.0,1
RoadAccidents010_x264.npy,0.9444319605827332,1.0,1
RoadAccidents011_x264.npy,0.8608851432800293,1.0,1
RoadAccidents012_x264.npy,0.999923050403595,1.0,1
RoadAccidents016_x264.npy,0.3001653850078583,1.0,0
RoadAccidents017_x264.npy,0.9991875290870668,1.0,1
RoadAccidents019_x264.npy,0.99996018409729,1.0,1
RoadAccidents020_x264.npy,0.9999996423721312,1.0,1
RoadAccidents021_x264.npy,0.9999982118606568,1.0,1
RoadAccidents022_x264.npy,0.9997395277023317,1.0,1
RoadAccidents121_x264.npy,0.9999995231628418,1.0,1
RoadAccidents122_x264.npy,0.9999768733978271,1.0,1
RoadAccidents123_x264.npy,0.9966455698013306,1.0,1
RoadAccidents124_x264.npy,1.0,1.0,1
RoadAccidents125_x264.npy,0.8100617527961731,1.0,1
RoadAccidents127_x264.npy,0.1916780769824981,1.0,0
