name,prediction,ground_truth,correct
Abuse028_x264.npy,0.5693097710609436,1.0,1
Abuse030_x264.npy,0.21973073482513428,1.0,0
Arrest001_x264.npy,0.16531018912792206,1.0,0
Arrest007_x264.npy,0.16625571250915527,1.0,0
Arrest024_x264.npy,0.5228177309036255,1.0,1
Arrest030_x264.npy,0.4274689257144928,1.0,0
Arrest039_x264.npy,0.2376982420682907,1.0,0
Arson007_x264.npy,0.23899881541728973,1.0,0
Arson009_x264.npy,0.6442916989326477,1.0,1
Arson010_x264.npy,0.37424010038375854,1.0,0
Arson011_x264.npy,0.4623573124408722,1.0,0
Arson016_x264.npy,0.5002248287200928,1.0,1
Arson018_x264.npy,0.5317094326019287,1.0,1
Arson022_x264.npy,0.10849159955978394,1.0,0
Arson035_x264.npy,0.42478513717651367,1.0,0
Arson041_x264.npy,0.317443311214447,1.0,0
Assault006_x264.npy,0.6415881514549255,1.0,1
Assault010_x264.npy,0.3125549256801605,1.0,0
Assault011_x264.npy,0.28680261969566345,1.0,0
Burglary005_x264.npy,0.10210733860731125,1.0,0
Burglary017_x264.npy,0.821492075920105,1.0,1
Burglary018_x264.npy,0.45352882146835327,1.0,0
Burglary021_x264.npy,0.27261215448379517,1.0,0
Burglary024_x264.npy,0.3755140006542206,1.0,0
Burglary032_x264.npy,0.47852224111557007,1.0,0
Burglary033_x264.npy,0.4001123905181885,1.0,0
Burglary035_x264.npy,0.5643612742424011,1.0,1
Burglary037_x264.npy,0.8162122368812561,1.0,1
Burglary061_x264.npy,0.13063320517539978,1.0,0
Burglary076_x264.npy,0.3034592270851135,1.0,0
Burglary079_x264.npy,0.2843058109283447,1.0,0
Burglary092_x264.npy,0.36157289147377014,1.0,0
Explosion002_x264.npy,0.28111279010772705,1.0,0
Explosion004_x264.npy,0.4710688292980194,1.0,0
Explosion007_x264.npy,0.572452962398529,1.0,1
Explosion008_x264.npy,0.2527870833873749,1.0,0
Explosion010_x264.npy,0.5739739537239075,1.0,1
Explosion011_x264.npy,3.836817086266819e-06,1.0,0
Explosion013_x264.npy,0.4333786368370056,1.0,0
Explosion016_x264.npy,0.4359476864337921,1.0,0
Explosion017_x264.npy,0.4468352794647217,1.0,0
Explosion020_x264.npy,0.5801354646682739,1.0,1
Explosion021_x264.npy,0.8270834684371948,1.0,1
Explosion022_x264.npy,0.2606407105922699,1.0,0
Explosion025_x264.npy,0.5844220519065857,1.0,1
Explosion027_x264.npy,0.47360509634017944,1.0,0
Explosion028_x264.npy,0.37745243310928345,1.0,0
Explosion029_x264.npy,0.4618329107761383,1.0,0
Explosion033_x264.npy,0.5341601371765137,1.0,1
Explosion035_x264.npy,0.4404376447200775,1.0,0
Explosion036_x264.npy,0.17121931910514832,1.0,0
Explosion039_x264.npy,0.4629809558391571,1.0,0
Explosion043_x264.npy,0.26702770590782166,1.0,0
Fighting003_x264.npy,0.42527395486831665,1.0,0
Fighting018_x264.npy,0.3079327940940857,1.0,0
Fighting033_x264.npy,0.5165204405784607,1.0,1
Fighting042_x264.npy,0.49338236451148987,1.0,0
Fighting047_x264.npy,0.3754008114337921,1.0,0
RoadAccidents001_x264.npy,0.44041866064071655,1.0,0
RoadAccidents002_x264.npy,0.4591815769672394,1.0,0
RoadAccidents004_x264.npy,0.012039324268698692,1.0,0
RoadAccidents009_x264.npy,0.43953970074653625,1.0,0
